CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
FINDSCAT,GENERAL FEELING,General Feeling,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group II

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group III

General Feeling

"
FINDSCAT,GENERAL SATISFACTION,General Satisfaction with the Treatment,,,106,,,General Satisfaction with the Treatment
FINDSCAT,GLOBAL HEALTH,Global Health,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Global Health
"
FINDSCAT,GLOBAL JUDGMENTS,Global Judgments,,,1,,,"Global Judgments subcategory for Abnormal Involuntary Movement Scale. 
(Guy W. Ed. ECDEU Assessment Manual for Psychopharmacology. Rockville MD: US Dept of Health, Education and Welfare. 1976, Publication No. (ADM) 76-338)"
FINDSCAT,HAEMATOLOGY,Haematology,,,80,,,Haematology
FINDSCAT,HAEMODYNAMIC ASSESSMENT,Haemodynamic Assessment,,,1,,,Haemodynamic assessment
FINDSCAT,HALLUCINATIONS,Hallucinations,,,1,,,"HALLUCINATIONS subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,HAQ,Health Assessment Questionnaire,,,80,,,"CDISC code: Sponsor defined
Health Assessment Questionnaire (HAQ)"
FINDSCAT,HEART FAILURE,Heart failure,,,1,,,"Sponsor-defined: Heart failure 
Adverse Event Reporting
The term is taken part of several different CDISC terms, but it does not exist as an independent term."
FINDSCAT,HEART FAILURE IMAGING,HFE Imaging,,,1,,,"Was the diagnosis supported by imaging?"
FINDSCAT,HEART FAILURE SIGNS AND SYMPTOMS,HFE Signs and Symptoms,,,1,,,Were any signs/symptoms present during the course of the event?
FINDSCAT,HEART FAILURE SUPPORTIVE SYMPTOMS,HFE Supportive Symptoms,,,1,,,Were any of the following signs/symptoms supportive of the diagnosis?
FINDSCAT,HEPATIC EVENT ABNORMAL IMAGING FINDINGS,Hepatic Event Abnormal Imaging Findings,,,1,,,"Sponsor defined: Hepatic Event Abnormal Imaging Findings"
FINDSCAT,HEPATIC EVENT ALCOHOL CONSUMPTION,Hepatic Event Alcohol Consumption,,,1,,,"Hepatic Event Alcohol Consumption"
FINDSCAT,HEPATIC EVENT ASCITES,Hepatic Event Ascites,,,1,,,Hepatic Event Ascites
FINDSCAT,HEPATIC EVENT CAUSE,Hepatic Event Cause,,,1,,,"Hepatic Event Cause"
FINDSCAT,HEPATIC EVENT ETIOLOGY,Hepatic Event Etiology,,,1,,,"Sponsor defined: Hepatic Event Etiology"
FINDSCAT,HEPATIC EVENT IMAGING,Hepatic Event Imaging,,,1,,,"Hepatic Event Imaging"
FINDSCAT,HEPATIC EVENT LIVER BIOPSY,Hepatic Event Liver Biopsy,,,1,,,"Sponsor defined: Hepatic Event Liver Biopsy"
FINDSCAT,HEPATIC EVENT SIGNS AND SYMPTOMS,Hepatic Event Signs and Symptoms,,,1,,,Hepatic Event Signs and Symptoms
FINDSCAT,HEPATIC EVENT TREATMENT,Hepatic Event Treatment,,,1,,,"Hepatic Event Treatment"
FINDSCAT,HEPATIC EVENT UNSPECIFIED TEST,Hepatic Event Unspecified Test,,,1,,,"Hepatic Event Unspecified Test"
FINDSCAT,HEPATOTOXICITY EVENT,Hepatotoxicity event,,,1,,,Sponsor defined: Hepatotoxicity adverse event reporting.
FINDSCAT,HISTORY,History,,,1,,,"History subcategory for Michigan Neuropathy Screening Instrument (MNSI) (copyright University of Michigan, 2000, All rights reserved). Patient Version."
FINDSCAT,HOUSEHOLD TASKS,Household Tasks,,,1,,,Household tasks subcategory for Hemophilia Activities List. V2.0
FINDSCAT,"HOUSEWORK, HOUSE MAINTENANCE, AND CARING FOR FAMILY","Housework, House Maintenance, and Caring",,,3,,,"HOUSEWORK, HOUSE MAINTENANCE, AND CARING FOR FAMILY subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version"
FINDSCAT,HYPERSENSITIVITY REACTION,Hypersensitivity reaction,,,1,,,"Sponsor-defined: Hypersensitivity reaction
Adverse Event Reporting"
FINDSCAT,HYPERSENSITIVITY RISK FACTORS,Hypersensitivity risk factors,,,1,,,"Hypersensitivity Reaction: Were there any relevant risk/confounding factors identified?"
FINDSCAT,HYPERSENSITIVITY TREATMENT,Hypersensitivity treatment,,,1,,,"Hypersensitivity Reaction: Was any treatment(s) given for this condition?"
FINDSCAT,HYPERSENSIVITY SIGNS AND SYMPTOMS,Hypersensivity signs and symptoms,,,1,,,Hypersensitivity Reaction: Which signs/symptoms were present during the course of the event?
FINDSCAT,HYPERSENSIVITY UNSPECIFIED TEST,Hypersensivity unspecified test,,,1,,,"Hypersensitivity Reaction: 
Relevant immunological blood tests Entry"
FINDSCAT,HYPOGLYCAEMIC IMPAIRMENT,Hypoglycaemic impairment,,,83,,,"Hypoglycaemic impairment"
FINDSCAT,IDEATIONAL PRAXIS,Ideational Praxis,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Ideational Praxis
FINDSCAT,IMPACT ON LIFE,Impact on Life,,,1,,,Impact on Life subcategory for Patient Global Impression
FINDSCAT,INCREASED CREATINE KINASE,Increased Creatine Kinase,,,1,,,"Increased Creatine Kinase"
FINDSCAT,INF FINDINGS,Infusion site reac findings,,,1,,,Objective findings based on examination
FINDSCAT,INF LOCAL SYMPTOMS,Local Sympt Related Infusion Site React,,,1,,,Infusion Site Reaction: Local symptoms associated with the infusion site reaction.
FINDSCAT,INF OBJECTIVE SIGNS,Objective signs infusion site react,,,1,,,Infusion Site Reaction: Local objective signs based on examination.
FINDSCAT,INF RISK FACTORS,Infusion site reac risks,,,1,,,Were there any relevant risk/confounding factors identified?
FINDSCAT,INF SIGNS AND SYMPTOMS,Infusion site reac signs and symptoms,,,1,,,Were there any local symptoms associated with this reaction?
FINDSCAT,INF TREATMENT,Infusion site reac treatment,,,1,,,Was any treatment(s) given for this condition?
FINDSCAT,INJECTION SITE REACTION,Injection site reaction,,,1,,,"Sponsor-defined: Injection site reaction
Adverse Event Reporting"
FINDSCAT,INJECTIONS,Injections,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Injections"
FINDSCAT,INTENSITY OF IDEATION,Intensity of Ideation,,,1,,,"Intensity of ideation, Columbia-Suicide Severity Rating Scale "
FINDSCAT,INTERVIEW OF THE PATIENT,Interview of the Patient,,,1,,,INTERVIEW OF THE PATIENT subcategory for DN4 (Douleur Neuropathique 4 Questions) Questionnaire. Neuropathic pain screening tool. 2005. Bouhassira D. All rights reserved.
FINDSCAT,IRRITABILITY/LABILITY,Irritability/Lability,,,1,,,"IRRITABILITY/LABILITY subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,ISR FINDINGS,ISR Obj findings Based on Examination,,,1,,,"Injection site reactions: Objective findings based on examination"
FINDSCAT,ISR LOCAL SIGNS,Local Signs,,,1,,,Were there any local objective signs associated with the injection site reaction?
FINDSCAT,ISR LOCAL SYMPTOMS,Local Symptoms,,,1,,,Were there any local symptoms associated with the injection site reaction?
FINDSCAT,ISR RISK FACTORS,ISR Relevant Risk/Confounding Factors,,,1,,,"Injection site reactions: Were there any relevant risk/confounding factors identified?"
FINDSCAT,ISR SIGNS AND SYMPTOMS,ISR Signs and Symptoms,,,1,,,"Injection site reactions:Were there any local symptoms associated with the reaction?"
FINDSCAT,ISR TREATMENT,ISR Treatments Given,,,1,,,"Injection site reactions: Was any treatment(s) given for this condition?"
FINDSCAT,ITSQ,Insulin Treatment Satisfaction Questionn,,,97,,,Insulin Treatment Satisfaction Questionnaire (ITSQ)
FINDSCAT,IWQOL,Impact of Weight on Quality of Life,,,98,,,Impact of Weight on Quality of Life (IWQOL)
FINDSCAT,International Physical Activity Questionnaire (IPAQ),International Physical Activity Question,,,90,,,International Physical Activity Questionnaire (IPAQ)
FINDSCAT,JOB-RELATED PHYSICAL ACTIVITY,Job-Related Physical Activity,,,1,,,JOB-RELATED subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version
FINDSCAT,JOINT PAIN,Joint Pain,,,1,,,Patient Global Impression of Change (PGIC) ? Joint Pain v1.0 ? 14 Jan 2020 (Novo Nordisk A/S)
FINDSCAT,KAROLINSKA SLEEPINESS SCALE,Karolinska Sleepiness Scale,,,241,,,Karolinska Sleepiness Scale
FINDSCAT,KNEE PAIN,Knee Pain,,,1,,,Knee Pain subcategory for Patient Global Impression
FINDSCAT,LABORATORY,LAB,,,112,,,"LAB subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,LACTIC ACIDOSIS SYMPTOMS AND SIGNS,Lactic acidosis symptoms and signs,,,1,,,"Sponsor defined: Lactic acidosis signs and symptoms"
FINDSCAT,LANGUAGE,Language,,,1,,,Subcategory for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,LEGS,Legs,,,1,,,"Legs subcategory for Pediatric Hemophilia Activities List Parents' version.
An activities questionnaire for children and teenagers aged 4-17 with haemophilia V0.12"
FINDSCAT,LEISURE ACTIVITIES AND SPORTS,Leisure Activities and Sports,,,1,,,Leisure activities and sports subcategory for Hemophilia Activities List. V2.0
FINDSCAT,LYING DOWN/SITTING/KNEELING/STANDING,Lying Down/Sitting/Kneeling/Standing,,,1,,,Lying down/sitting/kneeling/standing subcategory for Hemophilia Activities List. V2.0
FINDSCAT,MALIGNANT NEOPLASM DRUG EXPOSURE,Malignant Neoplasm Drug Exposure,,,1,,,"Malignant Neoplasm Drug Exposure"
FINDSCAT,MALIGNANT NEOPLASM IMAGING,Malignant Neoplasm Imaging,,,1,,,"Malignant Neoplasm Imaging"
FINDSCAT,MALIGNANT NEOPLASM INVESTIGATION,Malignant Neoplasm Investigation,,,1,,,Malignant Neoplasm Investigation
FINDSCAT,MALIGNANT NEOPLASM PATHOLOGIC EXAMINATION,Malignant Neoplasm Pathologic Examinatio,,,1,,,"Malignant Neoplasm Pathologic Examination"
FINDSCAT,MALIGNANT NEOPLASM PRIOR SCREENING,Malignant Neoplasm Prior Screening,,,1,,,"Malignant Neoplasm Prior Screening"
FINDSCAT,MALIGNANT NEOPLASM RISK FACTORS,Malignant Neoplasm Risk Factors,,,1,,,"Malignant Neoplasm Risk Factors"
FINDSCAT,MALIGNANT NEOPLASM SIGNS AND SYMPTOMS,Malignant Neoplasm Signs And Symptoms,,,1,,,Malignant Neoplasm Signs And Symptoms
FINDSCAT,MALIGNANT NEOPLASM TREATMENT,Malignant Neoplasm Treatment,,,1,,,"Malignant Neoplasm Treatment"
FINDSCAT,MAXIMUM WEIGHT,Maximum Weight,,,1,,,Maximum weight sub category for the Weight history project standard
FINDSCAT,MCS,Medication Compliance Scale,,,113,,,Medication Compliance Scale
FINDSCAT,MEAL-TIME INSULIN BOLUS,Meal-time insulin bolus,,,110,,,"Meal-time insulin bolus questionnaire"
FINDSCAT,MEASURES TAKEN FOR GLYCAEMIC CONTROL,Measures Taken for Glyacaemic Control,,,1,,,"Measures Taken for Glycaemic Control"
FINDSCAT,METHODS FOR WEIGHT LOSS,Methods for Weight Loss,,,2,,,Methods for weight loss sub category for the Weight history project standard
FINDSCAT,MUSCLE WEAKNESS,Muscle Weakness,,,2,,,"Muscle Weakness subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,MYOCARDIAL INFLAMMATION DIAGNOSIS,Myocardial Inflammation Diagnosis,,,1,,,Myocardial Inflammation Diagnosis
FINDSCAT,NAMING,Naming,,,1,,,"Naming subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.).

Also used as subcategory for Montreal Cognitive Assessment (MoCA) with individual items."
FINDSCAT,NAMING OBJECTS/FINGERS,Naming Objects/Fingers,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Naming Objects/Fingers
FINDSCAT,NAUSEA QUESTIONNAIRE,Nausea Questionnaire,,,1,,,Nausea Questionnaire
FINDSCAT,NEOPLASM,Neoplasm,,,1,,,"Sponsor-defined: Neoplasm 
Adverse Event Reporting
CDISC: C88025 - as a codelist
CDISC code: C88025
CDISC submission value: NEOPLASM
CDISC synonym(s): Neoplasm Type
CDISC definition: The terminology that includes concepts relevant to benign or malignant tissue growth.
NCI preferred term: CDISC SEND Tumor Findings Results Terminology"
FINDSCAT,NEOPLASM DRUG EXPOSURE,NEO Drug Exposure,,,1,,,"Neoplasm: Number of years of exposure to [drug class] prior to trial start?"
FINDSCAT,NEOPLASM IMAGING,NEO Imaging Performed,,,1,,,"Neoplasm: Was diagnostic imaging performed?"
FINDSCAT,NEOPLASM INVESTIGATION,NEO Investigation,,,1,,,"What led to investigation of the event?"
FINDSCAT,NEOPLASM PATHOLOGIC EXAMINATION,NEO Pathologic Examination Performed,,,1,,,Neoplasm: Was a pathologic examination performed?
FINDSCAT,NEOPLASM PRIOR SCREENING,NEO Screen Procedures prior Event and IP,,,1,,,"Neoplasm: Has the subject undergone screening procedures for this type of event prior to administration of trial product?"
FINDSCAT,NEOPLASM RISK FACTORS,NEO Relevant Risk/Confounding Factors,,,1,,,"Neoplasm: Were there any relevant risk/confounding factors identified?"
FINDSCAT,NEOPLASM SIGNS AND SYMPTOMS,NEO Signs and Symptoms,,,1,,,"Neoplasm: Were symptoms/signs (including test results) suggestive of this neoplasm present prior to administration of trial product?"
FINDSCAT,NEOPLASM TREATMENT,NEO Treatments Given,,,1,,,"Neoplasm: Was any treatment(s) given for this condition?"
FINDSCAT,NEOPLASM UNSPECIFIED TEST,NEO Unspecified Tests,,,1,,,"Neoplasm: Relevant Laboratory tests performed to confirm the event and/or outcome"
FINDSCAT,NUMBER CANCELLATION,Number Cancellation,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Number Cancellation
FINDSCAT,NURSERY SCHOOL OR KINDERGARTEN,Nursery School/Kindergarten,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Nursery School/Kindergarten"
FINDSCAT,OGTT,OGTT,,,262,,,Assessments related to Oral Glucose Tolerance Test
FINDSCAT,OPEN QUESTIONS,Open Questions,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Open Questions"
FINDSCAT,ORIENTATION,Orientation,,,1,,,Subcategory for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,ORIENTATION TO PLACE,Orientation to Place,,,1,,,"Orientation to place subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,ORIENTATION TO TIME,Orientation to Time,,,1,,,"Orientation to time subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,OTHER PD ASSESSMENTS,Other PD assessments,,,115,,,"Other PD assessments"
FINDSCAT,OTHER PERSONS,Other Persons,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Other Persons"
FINDSCAT,OTHER PK ASSESSMENTS,Other PK assessments,,,115,,,"Other PK assessments"
FINDSCAT,PAIN,Pain,,,116,,,"Visual Analogue Scale (VAS) - Pain"
FINDSCAT,PANCREATITIS,Pancreatitis,,,1,,,"Sponsor-defined: Pancreatitis 
Adverse Event Reporting
"
FINDSCAT,PANCREATITIS COMPLICATIONS,PAN Complications during the Event,,,1,,,"Pancreatitis: Were any acute complications present during the course of the event?"
FINDSCAT,PANCREATITIS HISTORY COMPLICATIONS,Pancreatitis History Complications,,,1,,,"Pancreatitis History Complications"
FINDSCAT,PANCREATITIS HISTORY DIAGNOSIS,Pancreatitis History Diagnosis,,,1,,,Pancreatitis History Diagnosis
FINDSCAT,PANCREATITIS HISTORY PRIMARY AETIOLOGY,Pancreatitis History Primary Aetiology,,,1,,,"Pancreatitis History Primary Aetiology"
FINDSCAT,PANCREATITIS IMAGING,PAN Imaging Performed,,,1,,,"Pancreatitis: Was imaging performed?"
FINDSCAT,PANCREATITIS IMAGING ACUTE,"PAN Imaging Performed, Acute",,,1,,,Pancreatitis: Was imaging performed? - Acute
FINDSCAT,PANCREATITIS IMAGING CHRONIC,"PAN Imaging Performed, Chronic",,,1,,,"Pancreatitis: Was imaging performed? - Chronic"
FINDSCAT,PANCREATITIS LABORATORY TEST,PAN Laboratory Tests,,,1,,,"Pancreatitis: Laboratory Tests"
FINDSCAT,PANCREATITIS RISK FACTORS,PAN Relevant Risk/Confounding Factors,,,1,,,"Pancreatitis: Were there any relevant risk/confounding factors identified?"
FINDSCAT,PANCREATITIS SIGNS AND SYMPTOMS,PAN Signs and Symptoms,,,1,,,"Pancreatitis:Were other signs/symptoms present during the course of the event?"
FINDSCAT,PART I: NON-MOTOR ASPECTS OF EXPERIENCES OF DAILY LIVING (NM-EDL),Part I: Non-Motor Experience Daily Livin,,,1,,,Part I: Non-Motor Aspects of Experiences of Daily Living (nM-EDL) subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PART II: MOTOR ASPECTS OF EXPERIENCES OF DAILY LIVING (M-EDL),Part II: Motor Experience of Daily Livin,,,2,,,Part II: Motor Aspects of Experiences of Daily Living (M-EDL) subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PART III: MOTOR EXAMINATION,Part III: Motor Examination,,,3,,,Part III: Motor Examination subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PART IV: MOTOR COMPLICATIONS,Part IV: Motor Complications,,,4,,,Part IV: Motor Complications subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PARTNERSHIP AND SEXUALITY,Partnership and Sexuality,,,1,,,"Hemophilia Quality of Life Questionnaire Adult Version (Haem-A-QoL)

Partnership And Sexuality"
FINDSCAT,PATIENT HEALTH CARE RESOURCE UTILISATION,Patient Health Care Resource Utilisation,,,6,,,Patient Health Care Resource Utilisation subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,PATIENT LIVING ACCOMMODATION,Patient Living Accommodation,,,5,,,Patient Living Accommodation subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,PD AFTER MULTIPLE DOSE,PD after multiple dose,,,116,,,"PD after multiple dose"
FINDSCAT,PD AFTER SINGLE DOSE,PD after single dose,,,116,,,"PD after single dose"
FINDSCAT,PERCEIVED SUPPORT,Perceived Support,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Perceived Support"
FINDSCAT,PG LEVEL NADIR,PG Level Nadir,,,1,,,PG Level Nadir
FINDSCAT,PHARMACOSCINTIGRAPHY,Pharmacoscintigraphy,,,116,,,"It is a technique, that provides information on the deposition, dispersion and movement of a formulation combined with PK assessments to provide information concerning the sites of release and absorption."
FINDSCAT,PHQ-9,Patient Health Questionnaire - 9,,,116,,,"Patient Health Questionnaire - 9"
FINDSCAT,PHYSICAL ASSESSMENT,Physical Assessment,,,2,,,"Physical Assessment subcategory for Michigan Neuropathy Screening Instrument (MNSI) (copyright University of Michigan, 2000, All rights reserved). Patient Version"
FINDSCAT,PHYSICAL COMFORT,Physical Comfort,,,1,,,PHYSICAL COMFORT subcategory for Impact of Weight on Quality of Life Kids Questionnaire
FINDSCAT,PHYSICAL FUNCTIONING,Physical Functioning,,,1,,,Physical Functioning subcategory for Patient Global Impression
FINDSCAT,PHYSICAL HEALTH,Physical Health,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Physical Health
"
FINDSCAT,PHYSICAL HEALTH DURING THE PAST WEEK,Physical Health During the Past Week,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group II

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group III

Physical Health During the Past Week"
FINDSCAT,PK AFTER MULTIPLE DOSE,PK after multiple dose,,,116,,,"PK after multiple dose"
FINDSCAT,PK AFTER SINGLE DOSE,PK after single dose,,,116,,,"PK after single dose"
FINDSCAT,PLANNING,Planning,,,4,,,Planning
FINDSCAT,PLASMA GLUCOSE OVERVIEW,Plasma Glucose Overview,,,1,,,Plasma Glucose Overview
FINDSCAT,PRE-ECLAMPSIA RISK FACTORS,Pre-Eclampsia Risk Factors,,,1,,,"Pre-Eclampsia Risk Factors"
FINDSCAT,PRE-ECLAMPSIA TREATMENT,Pre-Eclampsia Treatment,,,1,,,"Pre-eclampsia Treatment"
FINDSCAT,PREDISPOSTION FACTORS-BREAST NEOPLASM,Predisposition Factors-Breast Neoplasm,,,1,,,Subcategory for Risk factors for Breast Neoplasm - Predisposition factors-Breast Neoplasm
FINDSCAT,PREDISPOSTION FACTORS-SKIN CANCER,Predisposition Factors-Skin Cancer,,,1,,,Subcategory for Risk factors for Skin Cancer - Predisposition factors-Skin Cancer
FINDSCAT,PREGNANCY,Pregnancy,,,116,,,Pregnancy
FINDSCAT,PRESCRIPTION MEDICATION FOR OBESITY,Prescription Medication for Obesity,,,3,,,Prescription Medication for Obesity sub category for the Weight history project standard
FINDSCAT,PREVIOUS IMAGE,Previous Image,,,1,,,Previous ATTR image
FINDSCAT,PREVIOUS TREATMENT,Previous Treatment,,,1,,,Previous treatment for ATTR
FINDSCAT,QMHS,QMHS,,,1,,,"QualityMetric Health Outcomes Scoring (QMHS) Software - Scored questionnaire type"
FINDSCAT,QUALITY OF LIFE,Quality of Life,,,1,,,Quality of Life subcategory for Patient Global Impression
FINDSCAT,Questionnaire for diagnosing binge eating disorder and bulimia nervosa,Quest. eating disorder + bulimia nervosa,,,117,,,"Questionnaire for diagnosing binge eating disorder and bulimia nervosa"
FINDSCAT,REASON FOR NOT BEING ABLE TO SWALLOW TABLET,Reason Not Being Able to Swallow Tablet,,,1,,,Reason not being able to swallow tablet
FINDSCAT,RECALL,Recall,,,1,,,"Recall subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,RECOVERY 3.0 MMOL/L,Recovery 3.0 mmol/L,,,1,,,Recovery 3.0 mmol/L
FINDSCAT,RECOVERY 3.9 MMOL/L,Recovery 3.9 mmol/L,,,1,,,Recovery 3.9 mmol/L
FINDSCAT,RECOVERY 5.5 MMOL/L,Recovery 5.5 mmol/L,,,1,,,Recovery 5.5 mmol/L
FINDSCAT,"RECREATION, SPORT, AND LEISURE-TIME PHYSICAL ACTIVITY","Recreation, Sport, and Leisure-Time Phys",,,4,,,"RECREATION, SPORT, AND LEISURE-TIME subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version"
FINDSCAT,REFLEXES,Reflexes,,,1,,,"Reflexes subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,REGISTRATION,Registration,,,1,,,"Registration subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,RELATIONSHIPS,Relationships,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Relationships"
FINDSCAT,REMEMBERING,Remembering,,,5,,,Remembering
FINDSCAT,REMEMBERING TEST INSTRUCTIONS,Remembering Test Instructions,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Remembering Test Instructions
FINDSCAT,RENAL CONDITIONS,REE Conditions Contributed to the Event,,,1,,,"Renal: Was there evidence or suspicion of conditions which could explain or have contributed to the event?"
FINDSCAT,RENAL EVENT,Renal event,,,1,,,"Sponsor-defined: Renal event
Adverse Event Reporting"
FINDSCAT,RENAL IMAGING,REE Diagnosis Supported by Imaging,,,1,,,"Renal:Was the diagnosis supported by imaging?"
FINDSCAT,RENAL LABORATORY TEST,REE Laboratory Tests,,,1,,,"Renal: Relevant laboratory tests"
FINDSCAT,RENAL NEPHROTOXIC AGENTS,REE Nephrotoxic Agents within last 3 Mth,,,1,,,"Renal: Has the subject received any nephrotoxic agents within the last 3 months?"
FINDSCAT,RENAL UNSPECIFIED TEST,REE Unspecified Tests,,,1,,,"Renal: Relevant laboratory tests"
FINDSCAT,RETINOPATHY CONDITIONS,Retinopathy Conditions,,,1,,,"Which of the following relevant conditions had occurred or were present prior to baseline"
FINDSCAT,RETINOPATHY DISEASES,DMR Diseases,,,1,,,"Disease(s) found on ophthalmoscopy / fundoscopy / fundus photography"
FINDSCAT,RETINOPATHY IDENTIFIED,DMR Identified,,,1,,,"How was this event of diabetic retinopathy identified?"
FINDSCAT,RETINOPATHY OTHER FINDINGS,DMR Other Findings,,,1,,,Other Findings
FINDSCAT,RETINOPATHY RESULTS,DMR Results,,,1,,,"Retinopathy Results"
FINDSCAT,RETINOPATHY STAGE,Retinopathy Stage,,,1,,,"Retinopathy Stage"
FINDSCAT,RETINOPATHY TREATMENT,Retinopathy Treatment,,,1,,,"What treatment(s) did the subject receive for this condition?"
